,EMB_ID,PROD_ID,NR_REGISTO,DESCR,GRUPO_HOM_COD,QUANT_TOT,UNID_QUANT_TOT_ID,QUANTIDADE,UNID_QUANT_ID,TIPO_EMB_ID,ACOND_PRIMARIO_ID,TIPO_TRATAMENTO_ID,ESTADO_EMB_ID,IND_EMB_UNITARIA,IND_EMB_HOSPITALAR,IND_DISP_SEGURANCA,PEM_AMB,PEM_AMB_MS,PEM_AMB_BIO,PEM_AMB_BIO_MS,CNPEM,CHNM_COD,CDM,REFERENCIA,CARACT_ESPECIFICAS,Dosagem,Nome,ind_generico,form_farm_descr,Forma_farm_id,tipo_emb_descr,Tipo_prod_descr,Grupo_hom_descr,Estado_AIM_descr,Class_Disp_descr,Titular_AIM_descr,DCIPT_descr,DCIPT_ID,full_name,numerator_value,numerator_unit,denominator_value,denominator_unit,DCIPT_descr_parse,routes_id,routes_descr,edqm_routes_id,edqm_routes_descr_en,atc_code,atc_descr,edqm_dose_form_id,edqm_dose_form_descr_en,edqm_dose_form_descr_pt,mapping_term
1481,66766,35455,5003199,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Drime,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Confar - Consórcio Farmacêutico, Lda.",Amlodipina,174,Amlodipina Drime 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1482,66769,35456,5003496,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Drime,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Confar - Consórcio Farmacêutico, Lda.",Amlodipina,174,Amlodipina Drime 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1523,67981,36018,5004197,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1524,67982,36018,5004296,Blister - 30 unidade(s),GH0151,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1525,67983,36018,5004395,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1526,67986,36023,5004494,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1527,67987,36023,5004593,Blister - 30 unidade(s),GH0147,30.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1528,67988,36023,5004692,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Azevedos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Amlodipina,174,Amlodipina Azevedos 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1556,68453,36277,5004791,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1557,68454,36277,5004890,Blister - 30 unidade(s),GH0151,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1558,68455,36277,5004999,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1559,68456,36278,5005095,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1560,68457,36278,5005194,Blister - 30 unidade(s),GH0147,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1561,68458,36278,5005293,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Orexene,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluemed, Unipessoal Lda.",Amlodipina,174,Amlodipina Orexene 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1628,69667,36635,5494091,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Tecnimede 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1629,69668,36635,5494190,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Tecnimede 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 5 mg Comprimidos 5 mg Comprimido Blister - 20 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1630,69669,36635,5494299,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Tecnimede 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1631,69670,36636,5494695,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Tecnimede 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 10 mg Comprimidos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1632,69671,36636,5494794,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Tecnimede 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 10 mg Comprimidos 10 mg Comprimido Blister - 20 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1633,69672,36636,5494893,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Tecnimede 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Tecnimede - Sociedade Técnico-Medicinal, S.A.",Amlodipina,174,Amlodipina Tecnimede 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1634,69673,36637,5532999,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1635,69674,36637,5533096,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 5 mg Comprimido Blister - 20 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1636,69675,36637,5533195,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1637,69676,36639,5533591,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1638,69677,36639,5533690,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 10 mg Comprimido Blister - 20 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1639,69678,36639,5533799,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Vitória,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Vitória, S.A.",Amlodipina,174,Amlodipina Vitória 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1655,70107,36772,5009980,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Wynn,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Axone, Lda.",Amlodipina,174,Amlodipina Wynn 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1656,70110,36773,5010285,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Wynn,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Axone, Lda.",Amlodipina,174,Amlodipina Wynn 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1712,70664,36894,5005392,Blister - 10 unidade(s),GH0150,10.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013335.0,10017457,,,,5 mg,Amlodipina GP 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1713,70665,36894,5005491,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina GP 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1714,70666,36894,5005590,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013343.0,10017457,,,,5 mg,Amlodipina GP 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 5 mg Comprimidos 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1715,70667,36895,5005699,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024647.0,10014774,,,,10 mg,Amlodipina GP 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 10 mg Comprimidos 10 mg Comprimido Blister - 10 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1716,70668,36895,5005798,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina GP 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1717,70669,36895,5005897,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013360.0,10014774,,,,10 mg,Amlodipina GP 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"GP - Genéricos Portugueses, Lda.",Amlodipina,174,Amlodipina GP 10 mg Comprimidos 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1718,70670,36896,5007687,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1719,70671,36896,5007786,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1720,70672,36896,5007885,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024639.0,10017457,,,,5 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 5 mg Comprimido Blister - 90 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1721,70673,36897,5007984,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1722,70674,36897,5008081,Blister - 60 unidade(s),GH0147,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 10 mg | [21-60] unidades,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1723,70675,36897,5008180,Blister - 90 unidade(s),GH0000,90.0,32,,,,7,2,0,N,N,S,N,N,N,N,50024655.0,10014774,,,,10 mg,Amlodipina Bluepharma,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Bluepharma Genéricos - Comércio de Medicamentos, S.A.",Amlodipina,174,Amlodipina Bluepharma 10 mg Comprimido Blister - 90 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1724,70779,36939,5202296,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013351.0,10014774,,,,10 mg,Amlodipina Fresenius Kabi 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal Farma - Produtos Farmacêuticos, Lda",Amlodipina,174,Amlodipina Fresenius Kabi 10 mg Comprimidos 10 mg Comprimido Blister - 30 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1725,70780,36939,5202395,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013360.0,10014774,,,,10 mg,Amlodipina Fresenius Kabi 10 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal Farma - Produtos Farmacêuticos, Lda",Amlodipina,174,Amlodipina Fresenius Kabi 10 mg Comprimidos 10 mg Comprimido Blister - 60 unidade(s),10,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1726,70781,36940,5201892,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Fresenius Kabi 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal Farma - Produtos Farmacêuticos, Lda",Amlodipina,174,Amlodipina Fresenius Kabi 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1727,70782,36940,5201991,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Fresenius Kabi 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal Farma - Produtos Farmacêuticos, Lda",Amlodipina,174,Amlodipina Fresenius Kabi 5 mg Comprimidos 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1728,70783,36940,5202098,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Fresenius Kabi 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Labesfal Farma - Produtos Farmacêuticos, Lda",Amlodipina,174,Amlodipina Fresenius Kabi 5 mg Comprimidos 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1735,71326,37094,5008289,Blister - 10 unidade(s),GH0000,10.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013335.0,10017457,,,,5 mg,Amlodipina Atral,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Atral, S.A.",Amlodipina,174,Amlodipina Atral 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1736,71327,37094,5008388,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50013327.0,10017457,,,,5 mg,Amlodipina Atral,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Laboratórios Atral, S.A.",Amlodipina,174,Amlodipina Atral 5 mg Comprimido Blister - 30 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
1737,71328,37094,5008487,Blister - 60 unidade(s),GH0151,60.0,32,,,,7,2,0,N,N,S,S,S,N,N,50013343.0,10017457,,,,5 mg,Amlodipina Atral,S,Comprimido,271,,Medicamento Uso Humano,Amlodipina | A101 | Oral | 5 mg | [21-60] unidades,Autorizado,MSRM,"Laboratórios Atral, S.A.",Amlodipina,174,Amlodipina Atral 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Amlodipina,48,Via oral,20053000.0,Oral use,C08CA01,amlodipine,10219000.0,Tablet,Comprimido,Comprimido
