,EMB_ID,PROD_ID,NR_REGISTO,DESCR,GRUPO_HOM_COD,QUANT_TOT,UNID_QUANT_TOT_ID,QUANTIDADE,UNID_QUANT_ID,TIPO_EMB_ID,ACOND_PRIMARIO_ID,TIPO_TRATAMENTO_ID,ESTADO_EMB_ID,IND_EMB_UNITARIA,IND_EMB_HOSPITALAR,IND_DISP_SEGURANCA,PEM_AMB,PEM_AMB_MS,PEM_AMB_BIO,PEM_AMB_BIO_MS,CNPEM,CHNM_COD,CDM,REFERENCIA,CARACT_ESPECIFICAS,Dosagem,Nome,ind_generico,form_farm_descr,Forma_farm_id,tipo_emb_descr,Tipo_prod_descr,Grupo_hom_descr,Estado_AIM_descr,Class_Disp_descr,Titular_AIM_descr,DCIPT_descr,DCIPT_ID,full_name,numerator_value,numerator_unit,denominator_value,denominator_unit,DCIPT_descr_parse,routes_id,routes_descr,edqm_routes_id,edqm_routes_descr_en,atc_code,atc_descr,edqm_dose_form_id,edqm_dose_form_descr_en,edqm_dose_form_descr_pt,mapping_term
975,56057,510,3811288,Blister - 14 unidade(s),GH0000,14.0,32,,,,7,2,0,N,N,S,N,N,N,N,50002295.0,10028400,,,,300 mg,Aprovel,N,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Sanofi-Aventis Groupe, S.A.",Irbesartan,1716,Aprovel 300 mg Comprimido Blister - 14 unidade(s),300,mg,,,Irbesartan,48,Via oral,20053000.0,Oral use,C09CA04,irbesartan,10219000.0,Tablet,Comprimido,Comprimido
976,56747,10872,3768587,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50138839.0,10006158,,,,150 mg,Travex Long 150 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 150 mg 150 mg Comprimido de libertação prolongada Blister - 20 unidade(s),150,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
977,56748,10872,3827086,Frasco - 20 unidade(s),GH0000,20.0,32,,,,8,2,0,N,N,S,N,N,N,N,50138839.0,10006158,,,,150 mg,Travex Long 150 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 150 mg 150 mg Comprimido de libertação prolongada Frasco - 20 unidade(s),150,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
978,56749,19296,3768686,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50139169.0,10025144,,,,200 mg,Travex Long 200 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 200 mg 200 mg Comprimido de libertação prolongada Blister - 20 unidade(s),200,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
979,56750,19296,3827185,Frasco - 20 unidade(s),GH0000,20.0,32,,,,8,2,0,N,N,S,N,N,N,N,50139169.0,10025144,,,,200 mg,Travex Long 200 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 200 mg 200 mg Comprimido de libertação prolongada Frasco - 20 unidade(s),200,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
980,56751,19297,3768785,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50023810.0,10065780,,,,300 mg,Travex Long 300 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 300 mg 300 mg Comprimido de libertação prolongada Blister - 20 unidade(s),300,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
981,56752,19297,3827284,Frasco - 20 unidade(s),GH0000,20.0,32,,,,8,2,0,N,N,S,N,N,N,N,50023810.0,10065780,,,,300 mg,Travex Long 300 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 300 mg 300 mg Comprimido de libertação prolongada Frasco - 20 unidade(s),300,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
982,56753,19298,3768884,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50023861.0,10065797,,,,400 mg,Travex Long 400 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 400 mg 400 mg Comprimido de libertação prolongada Blister - 20 unidade(s),400,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
983,56754,19298,3827383,Frasco - 20 unidade(s),GH0000,20.0,32,,,,8,2,0,N,N,S,N,N,N,N,50023861.0,10065797,,,,400 mg,Travex Long 400 mg,N,Comprimido de libertação prolongada,43,,Medicamento Uso Humano,,Autorizado,MSRM,"BGP Products, Unipessoal Lda.",Tramadol,111,Travex Long 400 mg 400 mg Comprimido de libertação prolongada Frasco - 20 unidade(s),400,mg,,,Tramadol,48,Via oral,20053000.0,Oral use,N02AX02,tramadol,10226000.0,Prolonged-release tablet,Comprimido de libertação prolongada,Comprimido de libertação prolongada
984,56766,33687,3884780,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50018426.0,10017628,,,,10 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 10 mg Comprimido revestido por película Blister - 20 unidade(s),10,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
985,56767,33687,3884889,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50018400.0,10017628,,,,10 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 10 mg Comprimido revestido por película Blister - 30 unidade(s),10,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
986,56768,33688,3884988,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50018450.0,10006699,,,,20 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 20 mg Comprimido revestido por película Blister - 20 unidade(s),20,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
987,56769,33688,3885084,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50018434.0,10006699,,,,20 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 20 mg Comprimido revestido por película Blister - 30 unidade(s),20,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
988,56770,33689,3885183,Blister - 20 unidade(s),GH0000,20.0,32,,,,7,2,0,N,N,S,N,N,N,N,50028421.0,10017140,,,,40 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 40 mg Comprimido revestido por película Blister - 20 unidade(s),40,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
989,56771,33689,3885282,Blister - 30 unidade(s),GH0234,30.0,32,,,,7,2,0,N,N,S,S,S,N,N,50018477.0,10017140,,,,40 mg,Sinvastatina Mylan,S,Comprimido revestido por película,39,,Medicamento Uso Humano,Sinvastatina | A101 | Oral | 40 mg | [21-60] unidades,Autorizado,MSRM,"Mylan, Lda.",Sinvastatina,1019,Sinvastatina Mylan 40 mg Comprimido revestido por película Blister - 30 unidade(s),40,mg,,,Sinvastatina,48,Via oral,20053000.0,Oral use,C10AA01,simvastatin,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
990,56837,33710,4494589,Fita termossoldada - 8 unidade(s),GH0000,8.0,32,,,,56,1,0,N,N,N,N,N,N,N,50034375.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Fita termossoldada - 8 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
991,56838,33710,4494688,Fita termossoldada - 10 unidade(s),GH0000,10.0,32,,,,56,1,0,N,N,N,N,N,N,N,50034359.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Fita termossoldada - 10 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
992,56839,33710,4494787,Fita termossoldada - 16 unidade(s),GH0000,16.0,32,,,,56,1,0,N,N,N,N,N,N,N,50034359.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Fita termossoldada - 16 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
993,56840,33710,4494886,Fita termossoldada - 100 unidade(s),GH0000,100.0,32,,,,56,1,0,N,N,N,N,N,N,N,50034383.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Fita termossoldada - 100 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
994,56841,33710,4494985,Fita termossoldada - 500 unidade(s),GH0000,500.0,32,,,,56,1,0,N,N,N,N,N,N,N,50034391.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Fita termossoldada - 500 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
995,56844,33710,4495081,Recipiente para comprimidos - 8 unidade(s),GH0000,8.0,32,,,,57,1,0,N,N,N,N,N,N,N,50034375.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Recipiente para comprimidos - 8 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
996,56845,33710,4495180,Recipiente para comprimidos - 10 unidade(s),GH0000,10.0,32,,,,57,1,0,N,N,N,N,N,N,N,50034359.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Recipiente para comprimidos - 10 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
997,56846,33710,4495289,Recipiente para comprimidos - 16 unidade(s),GH0000,16.0,32,,,,57,1,0,N,N,N,N,N,N,N,50034359.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Recipiente para comprimidos - 16 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
998,56847,33710,4495388,Recipiente para comprimidos - 20 unidade(s),GH0000,20.0,32,,,,57,1,0,N,N,N,N,N,N,N,50034359.0,10002590,,,,500 mg,Efferalgan Odis,N,Comprimido orodispersível,37,,Medicamento Uso Humano,,Autorizado,MNSRM,UPSA SAS,Paracetamol,95,Efferalgan Odis 500 mg Comprimido orodispersível Recipiente para comprimidos - 20 unidade(s),500,mg,,,Paracetamol,48,Via oral,20053000.0,Oral use,N02BE01,paracetamol,10223000.0,Orodispersible tablet,Comprimido orodispersível,Comprimido orodispersível
999,57055,33787,4458683,Blister - 12 unidade(s),GH0000,12.0,32,,,,7,1,0,N,N,N,N,N,N,N,50004271.0,10026171,,,,400 mg,Spidifen EF,N,Comprimido revestido por película,39,,Medicamento Uso Humano,,Autorizado,MNSRM-EF,"Zambon - Produtos Farmacêuticos, Lda.",Ibuprofeno,71,Spidifen EF 400 mg Comprimido revestido por película Blister - 12 unidade(s),400,mg,,,Ibuprofeno,48,Via oral,20053000.0,Oral use,M01AE01,ibuprofen,10221000.0,Film-coated tablet,Comprimido revestido por película,Comprimido revestido por película
1000,57078,33794,4214680,Blister - 10 unidade(s),GH0070,10.0,32,,,,7,2,0,N,N,S,S,S,N,N,50003364.0,10006304,,,,5 mg,Enalapril Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,Enalapril | A101 | Oral | 5 mg | [1-20] unidades,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Enalapril,50,Enalapril Generis 5 mg Comprimidos 5 mg Comprimido Blister - 10 unidade(s),5,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
1001,57079,33794,4214789,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003356.0,10006304,,,,5 mg,Enalapril Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Enalapril,50,Enalapril Generis 5 mg Comprimidos 5 mg Comprimido Blister - 60 unidade(s),5,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
1002,57080,33794,4214888,Blister - 120 unidade(s),GH0000,120.0,32,,,,7,2,0,N,N,S,N,N,N,N,50007670.0,10006304,,,,5 mg,Enalapril Generis 5 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Enalapril,50,Enalapril Generis 5 mg Comprimidos 5 mg Comprimido Blister - 120 unidade(s),5,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
1003,57081,33795,4214987,Blister - 28 unidade(s),GH0000,28.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003380.0,10008255,,,,20 mg,Enalapril Generis 20 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Enalapril,50,Enalapril Generis 20 mg Comprimidos 20 mg Comprimido Blister - 28 unidade(s),20,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
1004,57082,33795,4215083,Blister - 56 unidade(s),GH0000,56.0,32,,,,7,2,0,N,N,S,N,N,N,N,50003372.0,10008255,,,,20 mg,Enalapril Generis 20 mg Comprimidos,S,Comprimido,271,,Medicamento Uso Humano,,Autorizado,MSRM,"Generis Farmacêutica, S.A.",Enalapril,50,Enalapril Generis 20 mg Comprimidos 20 mg Comprimido Blister - 56 unidade(s),20,mg,,,Enalapril,48,Via oral,20053000.0,Oral use,C09AA02,enalapril,10219000.0,Tablet,Comprimido,Comprimido
1005,57357,33867,3869088,Frasco - 7 unidade(s),GH0000,7.0,32,,,,8,2,0,N,N,S,N,N,N,N,50034766.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 7 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1006,57358,33867,3869187,Frasco - 14 unidade(s),GH0000,14.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019066.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 14 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1007,57359,33867,3869286,Frasco - 15 unidade(s),GH0000,15.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019066.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 15 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1008,57360,33867,3869385,Frasco - 28 unidade(s),GH0000,28.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019074.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 28 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1009,57361,33867,3869484,Frasco - 30 unidade(s),GH0000,30.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019074.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 30 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1010,57362,33867,3869583,Frasco - 50 unidade(s),GH0000,50.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 50 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1011,57363,33867,3869682,Blister - 56 unidade(s),GH0000,56.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 56 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1012,57364,33867,3869781,Frasco - 100 unidade(s),GH0000,100.0,32,,,,8,2,0,N,S,S,N,N,N,N,50034774.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 100 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1013,57380,33867,3869880,Blister - 7 unidade(s),GH0000,7.0,32,,,,7,2,0,N,N,S,N,N,N,N,50034766.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 7 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1014,57381,33867,3869989,Blister - 14 unidade(s),GH0000,14.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019066.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 14 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1015,57382,33867,3870086,Blister - 15 unidade(s),GH0000,15.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019066.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 15 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1016,57383,33867,3870185,Blister - 28 unidade(s),GH0000,28.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019074.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 28 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1017,57384,33867,3870284,Blister - 30 unidade(s),GH0000,30.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019074.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 30 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1018,57385,33867,3870383,Blister - 50 unidade(s),GH0000,50.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 50 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1019,57386,33867,3870482,Frasco - 56 unidade(s),GH0331,56.0,32,,,,8,2,0,N,N,S,S,S,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,Omeprazol | A103 | Oral | 40 mg | [21-60] unidades,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 56 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1020,57387,33867,3872181,Blister - 60 unidade(s),GH0000,60.0,32,,,,7,2,0,N,N,S,N,N,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 60 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1021,57388,33867,3870581,Blister - 100 unidade(s),GH0000,100.0,32,,,,7,2,0,N,S,S,N,N,N,N,50034774.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Blister - 100 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
1022,57389,33867,3872082,Frasco - 60 unidade(s),GH0000,60.0,32,,,,8,2,0,N,N,S,N,N,N,N,50019082.0,10005896,,,,40 mg,Omeprazol Mylan,S,Cápsula gastrorresistente,31,,Medicamento Uso Humano,,Autorizado,MSRM,"Mylan, Lda.",Omeprazol,92,Omeprazol Mylan 40 mg Cápsula gastrorresistente Frasco - 60 unidade(s),40,mg,,,Omeprazol,48,Via oral,20053000.0,Oral use,A02BC01,omeprazole,12120.0,Gastro-resistant capsule,Cápsula gastrorresistente,Cápsula gastrorresistente
